,Admission Date,Company Name,ICB Industry,ICB Super-Sector,Country of Incorporation,World Region,Market,International Issuer,Company Market Cap (£m)
196,2015-11-05 00:00:00,AXIOM EUROPEAN FINANCIAL DEBT FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,72.1
197,2005-03-22 00:00:00,AXIS BANK LIMITED,Financials,Banks,India,Asia,PROFESSIONAL SECURITIES MARKET ,Yes,-
198,2016-06-30 00:00:00,B90 HOLDINGS PLC,Consumer Discretionary,Travel and Leisure,Isle of Man,Europe,AIM ,No,10.98
199,1989-08-14 00:00:00,BABCOCK INTERNATIONAL GROUP PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,1731.16
200,1981-02-11 00:00:00,BAE SYSTEMS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,24309.47
201,1952-02-11 00:00:00,BAILLIE GIFFORD CHINA GROWTH TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,193.48
202,1972-06-29 00:00:00,BAILLIE GIFFORD EUROPEAN GROWTH TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,332.72
203,1981-12-14 00:00:00,BAILLIE GIFFORD JAPAN TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,725.27
204,1985-07-01 00:00:00,BAILLIE GIFFORD SHIN NIPPON PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,494
205,1994-03-10 00:00:00,BAILLIE GIFFORD UK GROWTH TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,271.87
206,2018-03-23 00:00:00,BAILLIE GIFFORD US GROWTH TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,534.02
207,2010-04-28 00:00:00,BAKER STEEL RESOURCES TRUST LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,69.2
208,2017-11-03 00:00:00,BAKKAVOR GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,506.42
209,2005-03-21 00:00:00,BALANCED COMMERCIAL PROPERTY TRUST LIMITED,Real Estate,Real Estate ,Guernsey,Europe,MAIN MARKET ,No,854.71
210,1945-06-28 00:00:00,BALFOUR BEATTY PLC,Industrials,Construction and Materials,United Kingdom,Europe,MAIN MARKET ,No,1729.9
211,2021-06-30 00:00:00,BALTIC CLASSIFIEDS GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,820.64
212,1988-10-03 00:00:00,BANCO BILBAO VIZCAYA ARGENTARIA S.A.,Financials,Banks,Spain,Europe,MAIN MARKET ,Yes,22166.23
213,2005-07-01 00:00:00,BANCO SANTANDER S.A.,Financials,Banks,Spain,Europe,MAIN MARKET ,Yes,34042.25
214,2005-06-30 00:00:00,BANGO PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,146.19
215,1957-01-12 00:00:00,BANKERS INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1375.85
216,2005-10-05 00:00:00,BANKMUSCAT (S.A.O.G.),Financials,Banks,Oman,Middle East,MAIN MARKET ,Yes,-
217,1996-04-10 00:00:00,BANK OF AFRICA,Financials,Banks,Morocco,Africa,MAIN MARKET ,Yes,-
218,2017-01-19 00:00:00,BANK OF CYPRUS HOLDINGS PUBLIC LIMITED COMPANY,Financials,Banks,Ireland,Europe,MAIN MARKET ,Yes,380.16
219,2012-02-28 00:00:00,BANK OF GEORGIA GROUP PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,737.36
220,1959-01-14 00:00:00,BANK OF IRELAND (GOVERNOR & COMPANY OF THE),Financials,Banks,Ireland,Europe,MAIN MARKET ,Yes,36.4
221,2017-07-10 00:00:00,BANK OF IRELAND GROUP PLC,Financials,Banks,Ireland,Europe,MAIN MARKET ,Yes,4975.15
222,1953-11-01 00:00:00,BARCLAYS PLC,Financials,Banks,United Kingdom,Europe,MAIN MARKET ,No,25635.57
223,2002-12-18 00:00:00,BARINGS EMERGING EMEA OPPORTUNITIES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,63.42
224,2020-01-07 00:00:00,BARKBY GROUP PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,15.76
225,2004-07-14 00:00:00,BARON OIL PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,11.83
226,2001-01-30 00:00:00,BARONSMEAD SECOND VENTURE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,223.91
227,1998-04-03 00:00:00,BARONSMEAD VENTURE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,203.72
228,1970-03-25 00:00:00,BARR (A.G.) PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,606.08
229,1968-11-29 00:00:00,BARRATT DEVELOPMENTS PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,5123.04
230,2013-01-08 00:00:00,BASE RESOURCES LIMITED,Basic Materials,Basic Resources,Australia,Pacific,AIM ,Yes,198.88
231,1999-07-12 00:00:00,BATM ADVANCED COMMUNICATIONS LD,Telecommunications,Telecommunications,Israel,Middle East,MAIN MARKET ,Yes,146.85
232,2021-09-30 00:00:00,BAY CAPITAL PLC,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,12.6
233,2011-12-21 00:00:00,BBGI GLOBAL INFRASTRUCTURE S.A. ,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1275.3
234,1995-04-13 00:00:00,BBVA CAPITAL FUNDING LD,,,Cayman Islands,North America,MAIN MARKET ,Yes,-
235,2022-03-25 00:00:00,BEACON RISE HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2.81
236,2002-11-12 00:00:00,BEAZLEY PLC,Financials,Insurance,United Kingdom,Europe,MAIN MARKET ,No,3306.09
237,2017-11-27 00:00:00,BEEKS FINANCIAL CLOUD GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,99.75
238,2004-10-01 00:00:00,BEGBIES TRAYNOR GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,217.65
239,2016-12-02 00:00:00,BELLEVUE HEALTHCARE TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,976.14
240,2021-05-28 00:00:00,BELLUSCURA PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,112.05
241,1979-05-17 00:00:00,BELLWAY PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,3020.45
242,2012-02-21 00:00:00,BELVOIR GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,88.57
243,2015-12-30 00:00:00,BENCHMARK HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,310.45
244,2021-10-19 00:00:00,BENS CREEK GROUP PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,134.67
245,2005-05-09 00:00:00,BEOWULF MINING PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,48.24
246,2006-12-06 00:00:00,BERKELEY ENERGIA LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,86.93
247,1985-12-16 00:00:00,BERKELEY GROUP HOLDINGS (THE) PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,4671.55
248,2006-08-14 00:00:00,BEST OF THE BEST PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,38.49
249,2009-08-05 00:00:00,BEXIMCO PHARMACEUTICALS LIMITED,Health Care ,Health Care  ,Bangladesh,Asia,AIM ,Yes,-
250,2006-09-29 00:00:00,BEZANT RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,5.57
251,2007-03-14 00:00:00,BH MACRO LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,1463.27
252,2022-01-31 00:00:00,BHP GROUP LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,47489.93
253,2004-10-25 00:00:00,BIDSTACK GROUP PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,30.27
254,2016-10-13 00:00:00,BIFFA PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,1111.68
255,2015-05-12 00:00:00,BIGBLU BROADBAND PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,33.85
256,2021-07-28 00:00:00,BIG TECHNOLOGIES PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,754.41
257,2002-06-07 00:00:00,BIG YELLOW GROUP PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,2622.84
258,1995-09-29 00:00:00,BILLINGTON HOLDINGS PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,24.95
259,2010-07-13 00:00:00,BIOME TECHNOLOGIES PLC,Basic Materials,Chemicals,United Kingdom,Europe,AIM ,No,6.2
260,2016-05-12 00:00:00,BION PLC,Utilities,Utilities,Jersey,Europe,AIM ,No,1.08
261,2017-03-27 00:00:00,BIOPHARMA CREDIT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1091.04
262,1997-06-23 00:00:00,BIOTECH GROWTH TRUST (THE) PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,347.38
263,2014-04-29 00:00:00,BIOVENTIX PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,177.12
264,1948-03-14 00:00:00,BISICHI PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,30.43
265,2021-08-11 00:00:00,BIVICTRIX THERAPEUTICS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,13.55
266,2000-02-29 00:00:00,BLACKBIRD PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,65.24
267,2020-04-09 00:00:00,BLACKFINCH SPRING VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,16.68
268,2005-12-13 00:00:00,BLACKROCK ENERGY AND RESOURCES INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,153.17
269,2010-12-17 00:00:00,BLACKROCK FRONTIERS INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,236.66
270,2004-09-20 00:00:00,BLACKROCK GREATER EUROPE INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,478.77
271,2001-12-12 00:00:00,BLACKROCK INCOME AND GROWTH INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,41.5
272,1990-07-12 00:00:00,BLACKROCK LATIN AMERICAN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,104.54
273,1973-03-25 00:00:00,BLACKROCK SMALLER CO TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,708.03
274,2012-10-24 00:00:00,BLACKROCK SUSTAINABLE AMERICAN INCOME TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,164.47
275,1962-06-08 00:00:00,BLACKROCK THROGMORTON TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,648.2
276,1993-12-15 00:00:00,BLACKROCK WORLD MINING TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1127.25
277,2014-07-23 00:00:00,BLACKSTONE LOAN FINANCING LIMITED,Financials,Financial Services ,Jersey,Europe,MAIN MARKET ,No,282.83
278,2005-03-31 00:00:00,BLANCCO TECHNOLOGY GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,147.56
279,2019-04-18 00:00:00,BLENCOWE RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,6.41
280,2018-06-11 00:00:00,BLOCK ENERGY PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,9.56
281,1994-06-23 00:00:00,BLOOMSBURY PUBLISHING PLC,Consumer Discretionary,Media,United Kingdom,Europe,MAIN MARKET ,No,338.68
282,2016-04-11 00:00:00,BLUEBIRD MERCHANT VENTURES LTD,Basic Materials,Basic Resources,British Virgin Islands,North America,MAIN MARKET ,Yes,13
283,2013-07-12 00:00:00,BLUEFIELD SOLAR INCOME FUND LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,825.46
284,2013-12-02 00:00:00,BLUEJAY MINING PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,56.16
285,1996-04-25 00:00:00,BLUE PLANET FINANCIALS GROWTH AND INCOME INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,-
286,1999-03-24 00:00:00,BLUE PLANET INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,6.18
287,2013-09-04 00:00:00,BLUEROCK DIAMONDS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,1.74
288,2004-10-29 00:00:00,BLUE STAR CAPITAL PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,10.73
289,2014-06-17 00:00:00,B&M EUROPEAN VALUE RETAIL S.A.,Consumer Discretionary,Retail ,Luxembourg,Europe,MAIN MARKET ,Yes,4248.21
290,1972-01-28 00:00:00,BODYCOTE PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,1147.78
291,1980-01-14 00:00:00,BOEING CO.,Industrials,Industrial Goods and Services,United States,North America,MAIN MARKET ,Yes,77362.83
292,2017-11-20 00:00:00,"BOKU, INC.",Industrials,Industrial Goods and Services,United States,North America,AIM ,Yes,291.04
293,2001-10-03 00:00:00,BONHILL GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,6.56
294,2014-03-14 00:00:00,BOOHOO GROUP PLC,Consumer Discretionary,Retail ,Jersey,Europe,AIM ,No,850.47
295,1974-11-29 00:00:00,BOOT (HENRY) PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,381.72
296,2005-05-24 00:00:00,BORDERS & SOUTHERN PETROLEUM PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,15.87
297,2016-10-12 00:00:00,BOSTON INTERNATIONAL HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,0.79
298,2011-02-02 00:00:00,BOTSWANA DIAMONDS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,9.47
299,2008-07-28 00:00:00,BOUSSARD & GAVAUDAN HOLDING LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,239.97
300,2004-12-07 00:00:00,BOWLEVEN PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,12.93
301,2006-02-02 00:00:00,B.P. MARSH & PARTNERS PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,115.4
302,1954-03-29 00:00:00,BP PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,76219.81
303,2021-07-19 00:00:00,BRADDA HEAD LITHIUM LIMITED,Basic Materials,Basic Resources,British Virgin Islands,North America,AIM ,Yes,30.66
304,1997-11-27 00:00:00,BRAEMAR SHIPPING SERVICES PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,84.04
305,2007-06-27 00:00:00,BRAIME GROUP PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,26.4
306,2006-05-09 00:00:00,BRAND ARCHITEKTS GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,AIM ,No,13.55
307,2002-09-25 00:00:00,BRANDSHIELD SYSTEMS PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,13.41
308,2013-11-12 00:00:00,BRAVE BISON GROUP PLC,Technology,Technology,United Kingdom,Europe,AIM ,No,21.4
309,2007-03-30 00:00:00,BRAVEHEART INVESTMENT GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,5.9
310,2010-09-06 00:00:00,BREEDON GROUP PLC,Industrials,Construction and Materials,Jersey,Europe,AIM ,No,1200.92
311,1994-06-09 00:00:00,BREWIN DOLPHIN HOLDINGS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1555.09
312,2019-08-29 00:00:00,BRICKABILITY GROUP PLC,Industrials,Construction and Materials,United Kingdom,Europe,AIM ,No,259.73
313,2021-07-21 00:00:00,BRIDGEPOINT GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2099.34
314,2016-04-27 00:00:00,BRIGHTON PIER GROUP PLC (THE),Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,31.32
315,1992-10-29 00:00:00,BRISTOL WATER PLC,Utilities,Utilities,United Kingdom,Europe,MAIN MARKET ,No,18.38
316,1997-07-28 00:00:00,BRISTOL & WEST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,-
317,1947-06-04 00:00:00,BRITISH & AMERICAN INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,3.75
318,1962-01-29 00:00:00,BRITISH AMERICAN TOBACCO PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,72586.43
319,1951-03-20 00:00:00,BRITISH LAND COMPANY PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,4560.11
320,2001-04-12 00:00:00,BRITISH SMALLER COMPANIES VCT2 PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,102.89
321,1996-04-04 00:00:00,BRITISH SMALLER COMPANIES VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,149.45
322,2005-12-14 00:00:00,BRITVIC PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,2282.49
323,2005-03-11 00:00:00,BROOKS MACDONALD GROUP PLC,Financials,Financial Services ,United Kingdom,Europe,AIM ,No,352.47
324,1993-03-11 00:00:00,BROWN ADVISORY US SMALLER COMPANIES PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,144.62
325,1972-11-10 00:00:00,BROWN (N) GROUP PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,AIM ,No,117.42
326,1950-02-28 00:00:00,BRUNNER INVESTMENT TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,431.2
327,2019-07-26 00:00:00,BSF ENTERPRISE PLC,Health Care ,Health Care  ,United Kingdom,Europe,MAIN MARKET ,No,1.53
328,1984-12-03 00:00:00,BT GROUP PLC,Telecommunications,Telecommunications,United Kingdom,Europe,MAIN MARKET ,No,16064.4
329,1957-06-20 00:00:00,BUNZL PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,10366.21
330,2002-07-18 00:00:00,BURBERRY GROUP PLC,Consumer Discretionary,Consumer Products and Services,United Kingdom,Europe,MAIN MARKET ,No,7097.65
331,2009-10-21 00:00:00,BURFORD CAPITAL LIMITED,Financials,Financial Services ,Guernsey,Europe,AIM ,No,1928.73
332,2012-03-26 00:00:00,BUSHVELD MINERALS LIMITED,Basic Materials,Basic Resources,Guernsey,Europe,AIM ,No,69.6
333,2005-07-06 00:00:00,BYOTROL PLC,Basic Materials,Chemicals,United Kingdom,Europe,AIM ,No,14.75
334,2020-12-11 00:00:00,BYTES TECHNOLOGY GROUP PLC,Technology,Technology,United Kingdom,Europe,MAIN MARKET ,No,1080.54
335,2014-10-23 00:00:00,C4X DISCOVERY HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,61.43
336,2018-02-21 00:00:00,CABLEVISION HOLDING S.A.,Telecommunications,Telecommunications,Argentina,Latin America,MAIN MARKET ,Yes,-
337,2006-03-31 00:00:00,CADENCE MINERALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,18.57
338,2008-06-23 00:00:00,CADOGAN PETROLEUM PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,6.35
339,2021-03-19 00:00:00,CAERUS MINERAL RESOURCES PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,2.91
340,1961-07-22 00:00:00,CAFFYNS PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,15.44
341,2015-06-10 00:00:00,CAIRN HOMES PLC,Consumer Discretionary,Consumer Products and Services,Ireland,Europe,MAIN MARKET ,Yes,638.47
342,2018-06-27 00:00:00,CAKE BOX HOLDINGS PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,AIM ,No,76
343,2010-04-08 00:00:00,CALCULUS VCT PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,29.94
344,1960-06-01 00:00:00,CALEDONIA INVESTMENTS PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,2069.02
345,2005-06-27 00:00:00,CALEDONIA MINING CORPORATION PLC,Basic Materials,Basic Resources,Jersey,Europe,AIM ,No,114.86
346,1995-09-29 00:00:00,CALEDONIAN TRUST PLC,Real Estate,Real Estate ,United Kingdom,Europe,AIM ,No,18.26
347,2020-10-05 00:00:00,CALNEX SOLUTIONS PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,142.66
348,2007-03-06 00:00:00,CAMBIUM GLOBAL TIMBERLAND LIMITED,Basic Materials,Basic Resources,Jersey,Europe,AIM ,No,4.98
349,2007-12-11 00:00:00,CAMBRIA AFRICA PLC,Financials,Financial Services ,Isle of Man,Europe,AIM ,No,1.66
350,2013-04-18 00:00:00,CAMBRIDGE COGNITION HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,43.01
351,2014-09-19 00:00:00,CAMELLIA PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,AIM ,No,173.32
352,1995-02-27 00:00:00,"CANADIAN GENERAL INVESTMENTS, LD",Financials,Financial Services ,Canada,North America,MAIN MARKET ,Yes,452.69
353,2014-04-04 00:00:00,CANADIAN OVERSEAS PETROLEUM LIMITED,Energy,Energy,Canada,North America,MAIN MARKET ,Yes,44.61
354,2010-05-17 00:00:00,CAPITAL & COUNTIES PROPERTIES PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,1265.84
355,1973-02-09 00:00:00,CAPITAL GEARING TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,1240.57
356,2010-06-07 00:00:00,CAPITAL LIMITED,Basic Materials,Basic Resources,Bermuda,North America,MAIN MARKET ,Yes,176.77
357,2010-02-26 00:00:00,CAPITAL METALS PLC,Basic Materials,Basic Resources,United Kingdom,Europe,AIM ,No,8.98
358,1995-05-22 00:00:00,CAPITAL & REGIONAL PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,94.61
359,1991-08-21 00:00:00,CAPITA PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,483.05
360,1988-12-22 00:00:00,CAPRICORN ENERGY PLC,Energy,Energy,United Kingdom,Europe,MAIN MARKET ,No,692.53
361,2006-04-20 00:00:00,CAP-XX LIMITED,Industrials,Industrial Goods and Services,Australia,Pacific,AIM ,Yes,26.02
362,2016-06-24 00:00:00,CARACAL GOLD PLC,Basic Materials,Basic Resources,United Kingdom,Europe,MAIN MARKET ,No,11.71
363,1959-06-30 00:00:00,CARCLO PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,14.87
364,2014-05-20 00:00:00,CARD FACTORY PLC,Consumer Discretionary,Retail ,United Kingdom,Europe,MAIN MARKET ,No,180.85
365,1947-06-18 00:00:00,CARDIFF PROPERTY PLC,Real Estate,Real Estate ,United Kingdom,Europe,MAIN MARKET ,No,26.19
366,2005-10-12 00:00:00,CARETECH HOLDINGS PLC,Health Care ,Health Care  ,United Kingdom,Europe,AIM ,No,848.89
367,1999-07-30 00:00:00,CARILLION PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,61.1
368,2000-10-23 00:00:00,CARNIVAL PLC,Consumer Discretionary,Travel and Leisure,United Kingdom,Europe,MAIN MARKET ,No,1218.05
369,1972-05-17 00:00:00,CARR'S GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",United Kingdom,Europe,MAIN MARKET ,No,124.05
370,2008-03-03 00:00:00,CASPIAN SUNRISE PLC,Energy,Energy,United Kingdom,Europe,AIM ,No,75.39
371,2021-10-18 00:00:00,CASTELNAU GROUP LIMITED,Financials,Financial Services ,Guernsey,Europe,MAIN MARKET ,No,-
372,2020-08-04 00:00:00,CASTILLO COPPER LIMITED,Basic Materials,Basic Resources,Australia,Pacific,MAIN MARKET ,Yes,9.41
373,1973-03-25 00:00:00,CASTINGS PLC,Industrials,Industrial Goods and Services,United Kingdom,Europe,MAIN MARKET ,No,139.39
374,2005-09-02 00:00:00,CATALYST MEDIA GROUP PLC,Telecommunications,Telecommunications,United Kingdom,Europe,AIM ,No,18.51
375,2010-12-20 00:00:00,CATCO REINSURANCE OPPORTUNITIES FUND LIMITED,Financials,Financial Services ,Bermuda,North America,MAIN MARKET ,Yes,2.58
376,2003-07-01 00:00:00,CATENAE INNOVATION PLC,Consumer Discretionary,Media,United Kingdom,Europe,AIM ,No,0.78
377,2004-09-27 00:00:00,CATHAY FINANCIAL HOLDING CO LTD,Financials,Insurance,Taiwan,Asia,ADMISSION TO TRADING ONLY ,Yes,-
378,2004-05-19 00:00:00,C&C GROUP PLC,Consumer Staples ,"Food, Beverage and Tobacco ",Ireland,Europe,MAIN MARKET ,Yes,776.74
379,2015-12-15 00:00:00,CC JAPAN INCOME & GROWTH TRUST PLC,Financials,Financial Services ,United Kingdom,Europe,MAIN MARKET ,No,191.99
